"품격",2
"풍요",2
"풍토",1
"필수요건입니다이제투쟁",1
"필요",3
"하게",11
"하겠습니다경제를",1
"하겠습니다그리하여",1
"하겠습니다농림수산업이",1
"하겠습니다우리",1
"하겠습니다제가",1
"하기",3
"하나",3
"학교",1
"학생",1
"한국",1
"한국의",1
"한류",1
"한마음",1
"한반도",1
"합니다각자가",1
"합니다공직자들은",1
"합니다과거",1
"합니다교육",1
"합니다교육복지로",1
"합니다군인과",1
"합니다그래야",1
"합니다그래야만",1
"합니다그러나",1
"합니다글로벌",1
"합니다기업도",1
"합니다기업이",1
"합니다기업인과",1
"합니다기업인이",1
"합니다농어민과",1
"합니다대통령부터",1
"합니다대학과",1
"합니다도움이",1
"합니다문화수준이",1
"합니다민생고를",1
"합니다방향은",1
"합니다불법투쟁은",1
"합니다불합리하거나",1
"합니다선생님들은",1
"합니다시혜적사후적",1
"합니다식량환경물자원에너지",1
"합니다실용정신은",1
"합니다어떤",1
"합니다어렵고",1
"합니다이것이",1
"합니다이념",1
"합니다이들이",1
"합니다이런",2
"합니다일할",1
"합니다작은",1
"합니다정부가",1
"합니다정부는",1
"합니다종교인시민운동가언론인도",1
"합니다지식기반사회",1
"합니다청년들은",1
"합니다해양지향광역화는",1
"합니다해외시장",1
"합니다형편이",1
"합리",2
"합심",1
"해결",1
"해서",2
"해오",1
"해외동포",1
"행동",1
"행복",1
"혁파하겠습니다국민",1
"현격",1
"현대",1
"현실",1
"현실화하고공공복지를",1
"협력",3
"협력관계",1
"협력체제",1
"협력하고사법부",1
"형성",1
"형편",1
"혜택",1
"화합",1
"확대",1
"확대하겠습니다문화외교에",1
"확보",3
"확보하느냐에",1
"확장",1
"환경",3
"환경보전",1
"환경산업",1
"환경친화",1
"활기",1
"활력",1
"활용",1
"회장",1
"효율",1
"효율성",1
"후대",1
"후발",1
"후쿠다",1
"훈센",1
"훌륭",2
"흐름입니다수출산업이",1
"희망",3
"힘쓰겠습니다더",1
