"TailNum","count","m_dist","m_delay"
"N13949",319,610.573667711599,8.71019108280255
"N13955",298,578.087248322148,4.43537414965986
"N13956",301,603.53488372093,7.27946127946128
"N13958",290,602.551724137931,9.19723183391003
"N13964",351,613.780626780627,9.69075144508671
"N13965",283,578.505300353357,8.66071428571429
"N13968",302,584.254966887417,6.98976109215017
"N13969",292,606.616438356164,8.23693379790941
"N13970",347,595.561959654179,5.11904761904762
"N13975",182,592.884615384615,5.42222222222222
"N13978",245,614.934693877551,13.1111111111111
"N13979",90,643.666666666667,2.96666666666667
"N13988",295,596.15593220339,8.28125
"N13989",217,616.087557603687,11.8028169014085
"N13990",118,563.593220338983,8.36440677966102
"N13992",131,637.977099236641,8.53846153846154
"N13994",192,579.666666666667,6.95135135135135
"N13995",273,601.106227106227,4.33208955223881
"N13997",248,597.689516129032,10.8083333333333
"N14102",40,1270.75,11.8684210526316
"N14105",261,762.624521072797,8.3852140077821
"N14106",35,1274,9.5
"N14107",25,1271.84,11.12
"N14115",34,1331.47058823529,17
"N14116",246,771.743902439024,14.798353909465
"N14117",248,788.786290322581,4.03252032520325
"N14118",44,1260.18181818182,2.63636363636364
"N14120",55,1144.38181818182,10.3888888888889
"N14121",38,1338.05263157895,3.63157894736842
"N14125",282,773.382978723404,10.6571428571429
"N14143",203,736.694581280788,14.2010050251256
"N14148",228,755.013157894737,4.95614035087719
"N14153",132,786.568181818182,7.18939393939394
"N14158",295,794.6,3.81972789115646
"N14162",208,786.076923076923,9.50724637681159
"N14168",220,799.031818181818,11.9862385321101
"N14171",215,759.790697674419,7.62679425837321
"N14173",163,779.20245398773,8.51851851851852
"N14174",228,780.293859649123,11.4266666666667
"N14177",179,780.329608938547,10.1714285714286
"N14179",250,786.012,8.43673469387755
"N14180",277,792.606498194946,9.94852941176471
"N14186",58,750.068965517241,3.2280701754386
"N14188",163,795.865030674847,4.16770186335404
"N14198",226,797.030973451327,13.0266666666667
"N14203",204,779.03431372549,7.12562814070352
"N14204",303,783.379537953795,8.3
"N14214",232,1172.56465517241,4.60606060606061
"N14219",250,1141.16,7.2570281124498
"N14228",209,1128.32535885167,7.11483253588517
"N14230",266,1166.73308270677,7.68796992481203
"N14231",223,1186.20627802691,6.73423423423423
"N14237",251,1144.88844621514,5.68924302788845
"N14242",235,1119.65531914894,8.07264957264957
"N14250",234,1087.68803418803,7.32618025751073
"N14542",133,659.075187969925,9.45112781954887
"N14543",291,611.103092783505,5.7719298245614
"N14558",252,623.007936507937,9.29880478087649
"N14562",151,633.304635761589,4.59060402684564
"N14568",194,575.896907216495,11.6020942408377
"N14570",102,591.088235294118,6.94949494949495
"N14573",248,607.008064516129,9.05714285714286
"N14604",297,748.747474747475,4.04391891891892
"N14613",282,768.787234042553,5.84642857142857
"N14628",283,692.60777385159,3.08214285714286
"N14629",323,723.331269349845,3.69969040247678
"N14639",101,765.376237623762,0.99009900990099
"N14645",278,795.640287769784,2.56834532374101
"N14652",12,706.416666666667,14.5
"N14653",109,756.137614678899,2.63302752293578
"N14704",234,1026.01282051282,0.478632478632479
"N14731",238,1006.55462184874,2.19747899159664
"N14902",263,606.456273764259,8.59533073929961
"N14904",279,624.05017921147,13.6739926739927
"N14905",241,612.439834024896,12.5166666666667
"N14907",179,640.519553072626,7.64
"N14916",205,552.039024390244,6.795
"N14920",163,614.736196319018,10.6335403726708
"N14923",223,612.103139013453,12.7330316742081
"N14950",275,596.254545454545,12.7777777777778
"N14952",287,610.8606271777,8.2112676056338
"N14953",315,584.238095238095,9.10897435897436
"N14959",212,619.811320754717,9.30952380952381
"N14960",275,597.741818181818,6.02247191011236
"N14972",199,585.994974874372,10.8923076923077
"N14974",280,607.817857142857,6.01805054151625
"N14977",305,614.616393442623,7.75254237288136
"N14991",291,593.257731958763,9.41258741258741
"N14993",216,554.194444444444,8.93809523809524
"N14998",237,590.324894514768,5.7801724137931
"N15555",305,611.777049180328,14.0566666666667
"N15572",148,602.351351351351,0.631944444444444
"N15574",105,605.733333333333,7.35238095238095
"N156AW",89,1009,0.359550561797753
"N15710",286,1016.83216783217,2.74475524475524
"N15712",226,989.991150442478,2.55111111111111
"N15910",208,632.307692307692,10.7463414634146
"N15912",239,610.317991631799,6.71063829787234
"N15973",315,606.346031746032,10.0159744408946
"N15980",256,592.578125,7.95564516129032
"N15983",152,563.085526315789,19.4625850340136
"N15985",247,605.453441295547,10.4896265560166
"N15986",259,597.555984555985,9.13671875
"N16112",260,759.75,5.70656370656371
"N16147",300,775.81,9.47796610169492
"N16149",218,765.761467889908,7.81516587677725
"N16151",350,774.917142857143,9.00864553314121
"N16170",67,772.522388059701,20.6515151515152
"N16178",151,768.622516556291,10.7
"N16183",264,764.613636363636,3.7906976744186
"N16217",227,1166.30396475771,3.52212389380531
"N16234",248,1133.4435483871,8.125
"N16541",122,626.450819672131,11.4333333333333
"N16546",132,649.757575757576,7.36923076923077
"N16559",160,676.41875,11.4113924050633
"N16561",152,666.440789473684,9.79470198675497
"N16571",316,600.322784810127,7.73650793650794
"N16617",285,768.414035087719,5.15901060070671
"N16632",275,748.221818181818,6.90909090909091
"N16642",340,761.729411764706,4.9882005899705
"N16646",334,720.347305389222,4.33933933933934
"N16647",337,783.824925816024,1.20178041543027
"N16648",279,754.688172043011,5.49820788530466
"N16649",242,740.334710743802,3.79668049792531
"N16701",276,1049.70289855072,3.81884057971015
"N16703",245,1049.62040816327,1.04489795918367
"N16709",226,1065.87610619469,0.889380530973451
"N16713",225,1018.24888888889,3.49777777777778
"N16732",216,988.212962962963,4.99074074074074
"N167AT",11,696,3.63636363636364
"N168AT",10,696,11.6
"N16911",293,576.337883959044,4.79442508710801
"N16918",301,601.46511627907,5.62962962962963
"N16919",362,579.124309392265,6.8133704735376
"N16951",219,598.205479452055,8.85514018691589
"N16954",355,616.692957746479,5.84149855907781
"N16961",221,632.14479638009,10.6451612903226
"N16963",317,591.842271293375,10.9774919614148
"N16976",417,608.563549160671,4.24087591240876
"N16981",267,590.250936329588,7.33587786259542
"N16987",184,615.429347826087,13.3551912568306
"N16999",254,602.570866141732,6.66393442622951
"N169AT",19,696,12.3333333333333
"N17104",41,1186.82926829268,8.65853658536585
"N17105",45,1352.02222222222,9.57777777777778
"N17108",171,765.333333333333,9.48214285714286
"N17115",269,765.312267657993,13.2121212121212
"N17122",41,1251.19512195122,7.95121951219512
"N17126",46,1360.76086956522,9.33333333333333
"N17128",21,1269.14285714286,4.90476190476191
"N17133",36,1320.27777777778,15.6285714285714
"N17138",307,756.413680781759,10.7777777777778
"N17139",39,1272.07692307692,19.5384615384615
"N17146",342,800.09649122807,8.66568047337278
"N17159",259,792.640926640927,6.45669291338583
"N17169",73,758.986301369863,11.4383561643836
"N17185",256,771.34375,12.184
"N17196",184,784.701086956522,13.7486338797814
"N17229",239,1117.76987447699,10.3682008368201
"N17233",222,1127.68468468468,7.26126126126126
"N17244",260,1150.14615384615,6.98846153846154
"N17245",264,1102.70075757576,5.22348484848485
"N173AT",9,696,6.66666666666667
"N17560",138,596.608695652174,11.2919708029197
"N17614",266,738.736842105263,3.04545454545455
"N17619",272,758.716911764706,3.32592592592593
"N17620",322,779.506211180124,3.58385093167702
"N17627",270,709.385185185185,5.72222222222222
"N176AT",8,696,21.625
"N17719",251,1050.37051792829,4.108
"N17730",256,1043.5625,1.8203125
"N178JB",5,1428,38.4
"N17984",289,591.159169550173,7.95438596491228
"N179JB",8,1428,16
"N18101",160,787.10625,10.3974358974359
"N18102",251,813.888446215139,8.89516129032258
"N18112",30,1348.16666666667,23.5666666666667
"N18114",257,743.758754863813,9.16535433070866
"N18119",48,1124.6875,6.83333333333333
"N18120",292,790.143835616438,8.6401384083045
"N18220",237,1097.62025316456,3.79324894514768
"N18223",254,1114.21653543307,5.14173228346457
"N18243",235,1160.8170212766,7.68803418803419
"N183JB",5,1428,33.8
"N18556",283,625.204946996466,8.8932384341637
"N18557",266,592.496240601504,9.48076923076923
"N18622",299,736.130434782609,3.14864864864865
"N187JB",5,1428,17.2
"N18982",139,647.68345323741,5.31111111111111
"N190JB",7,1428,15.5
"N19117",40,1234.825,17.15
"N19130",45,1362.86666666667,7.71111111111111
"N19136",42,1261.35714285714,8.29268292682927
"N19141",50,1315.28,14.36
"N192JB",7,1428,25
"N19554",327,624.348623853211,9.66457680250784
"N19621",273,761.787545787546,4.06985294117647
"N19623",243,758.172839506173,4.73251028806584
"N19638",251,758.466135458167,2.09236947791165
"N198JB",8,1428,27.5
"N19966",222,623.806306306306,5.6697247706422
"N1EAMQ",72,1164.61111111111,6.46969696969697
"N200WN",50,773.24,5.36734693877551
"N201LV",75,719.226666666667,3.78666666666667
"N202WN",77,739.558441558442,4.11842105263158
"N203JB",8,1428,20.375
"N203WN",51,669.901960784314,4.28571428571429
"N204WN",65,606.323076923077,6.296875
"N205WN",61,739.081967213115,5.44262295081967
"N206JB",10,1428,21.5
"N206WN",56,853.607142857143,9.03571428571429
"N207FR",2,883,18
"N207WN",63,748.349206349206,4.22222222222222
"N208WN",66,639.909090909091,3.51515151515152
"N209WN",72,677.944444444444,4.86111111111111
"N210WN",56,671.642857142857,13.8
"N21108",42,1350.88095238095,15.8095238095238
"N21129",274,779.470802919708,5.93333333333333
"N21130",224,769.330357142857,11.2171945701357
"N21144",158,758.367088607595,7.17197452229299
"N21154",288,787.465277777778,10.6418439716312
"N21197",362,771.71270718232,6.39664804469274
"N211WN",75,678.026666666667,0.933333333333333
"N212WN",51,735.43137254902,4.54901960784314
"N213WN",55,709.163636363636,9.07407407407407
"N214FR",1,883,86
"N214WN",72,597.041666666667,3.84507042253521
"N21537",278,587.003597122302,7.93040293040293
"N215WN",65,677.861538461538,3.48387096774194
"N216WR",45,595.555555555556,2.09302325581395
"N21723",261,1054.98084291188,3.14230769230769
"N217JC",54,751.555555555556,3.53703703703704
"N218WN",71,729.859154929577,6.8
"N219WN",59,701.406779661017,11.5423728813559
"N220WN",68,693.808823529412,18.0588235294118
"N221WN",68,668.705882352941,4.11764705882353
"N222WN",48,686.916666666667,14.3404255319149
"N223WN",73,668.712328767123,9.97260273972603
"N224WN",56,683.660714285714,0.490909090909091
"N225WN",65,678.123076923077,12.3015873015873
"N226WN",75,738.946666666667,9.97222222222222
"N228JB",12,1428,15.8181818181818
"N228WN",84,632.988095238095,8.54320987654321
"N22909",156,610.064102564103,8.68421052631579
"N22971",324,602.225308641975,8.19620253164557
"N229JB",9,1428,1.25
"N229WN",70,726.914285714286,2.81428571428571
"N230WN",58,733.879310344828,4.375
"N23139",183,769.043715846995,9.35555555555556
"N231JB",9,1428,15.5555555555556
"N231WN",58,692.327586206897,4.05172413793103
"N232WN",71,736.464788732394,13.943661971831
"N233LV",74,763.324324324324,2.20833333333333
"N234WN",54,759.185185185185,4.28846153846154
"N236JB",15,1428,0.333333333333333
"N236WN",69,761.289855072464,9.79710144927536
"N23707",210,1027.85714285714,2.05263157894737
"N23708",230,1015.7,4.65217391304348
"N23721",220,1037.03181818182,2.54166666666667
"N237WN",72,699.444444444444,6.91666666666667
"N238JB",6,1428,1
"N238WN",71,695.507042253521,10.9275362318841
"N239WN",66,687.393939393939,3.015625
"N240AT",10,696,9.3
"N240WN",69,631.898550724638,4
"N24103",311,802.180064308682,10.3843648208469
"N24128",204,745.544117647059,8.07425742574257
"N24202",241,1156.95435684647,7.44166666666667
"N24211",223,1145.12107623318,6.5
"N24212",233,1138.88841201717,8.89655172413793
"N24224",264,1149.32196969697,4.79467680608365
"N243WN",78,734.25641025641,11.5454545454545
"N244WN",63,860.666666666667,4.32258064516129
"N245WN",86,712.546511627907,4.37647058823529
"N24633",338,729.281065088757,2.98809523809524
"N246LV",91,648.494505494505,4.81111111111111
"N24702",238,1048.68907563025,4.9662447257384
"N24706",249,1031.48192771084,1.86746987951807
"N24715",243,1029.32098765432,2.22222222222222
"N24729",241,1011.13278008299,1.61666666666667
"N247JB",14,1428,9.38461538461539
"N247WN",70,803.657142857143,6.08571428571429
"N248WN",64,719.21875,6.34920634920635
"N249JB",3,1428,5
"N249WN",65,745.815384615385,1.96825396825397
"N250WN",84,671.369047619048,1.30120481927711
"N25134",318,778.987421383648,6.20253164556962
"N251WN",62,783.403225806452,6.81666666666667
"N252WN",57,779.333333333333,15.8421052631579
"N253WN",64,736.734375,6.40625
"N254WN",71,749.760563380282,6.81428571428571
"N255WN",66,727.757575757576,8.578125
"N256WN",68,711.426470588235,5.91044776119403
"N25705",243,1001.57201646091,3.72314049586777
"N257WN",67,664.358208955224,14.3484848484848
"N258JB",6,1428,0.333333333333333
"N258WN",71,623.30985915493,1.73239436619718
"N259WN",66,771.530303030303,7.53968253968254
"N260WN",73,750.068493150685,4.48611111111111
"N26141",331,752.259818731118,8.97538461538462
"N261WN",59,682.508474576271,2.8135593220339
"N26208",254,1129.70866141732,8.41732283464567
"N26210",248,1123.51209677419,9.73387096774194
"N26215",201,1155.81094527363,7.22885572139303
"N26226",248,1108.09274193548,7.53629032258065
"N262AA",10,224,13.9
"N262WN",86,613.918604651163,10.2325581395349
"N263WN",77,637.311688311688,8.44155844155844
"N264LV",63,627.269841269841,1.46031746031746
"N26545",184,595.364130434783,9.47513812154696
"N26549",177,577.768361581921,8.68571428571429
"N265JB",6,1428,13.8333333333333
"N265WN",65,729.723076923077,9.98461538461538
"N266JB",13,1428,8
"N266WN",74,723.067567567568,4.32432432432432
"N267JB",13,1428,13.6153846153846
"N267WN",61,667.344262295082,7.85
"N268WN",66,710.757575757576,4.41538461538462
"N269WN",60,806.65,10.55
"N27015",21,1400,11.1428571428571
"N270WN",61,676.360655737705,12.0819672131148
"N27152",310,773.474193548387,10.5847176079734
"N27190",295,791.603389830508,10.4402730375427
"N271LV",50,742.04,1.42
"N27200",232,777.771551724138,8.21739130434783
"N27205",245,1102.11428571429,9.79591836734694
"N27213",223,1120.71748878924,4.67713004484305
"N27239",222,1135.63513513514,4.46153846153846
"N272AT",14,696,8
"N272WN",79,688.886075949367,6.05194805194805
"N273JB",12,1428,29.0909090909091
"N273WN",79,732.645569620253,8.0379746835443
"N27421",217,1176.64516129032,9.09216589861751
"N274JB",6,1428,15.6666666666667
"N274WN",62,700.048387096774,4.12903225806452
"N275WN",45,708.2,6.66666666666667
"N27610",304,735.434210526316,3.51644736842105
"N276AT",16,696,8.5
"N276WN",69,791.507246376812,11.6176470588235
"N27722",239,969.778242677824,4.09205020920502
"N27724",282,1030.48226950355,2.41281138790036
"N27733",228,1002.73684210526,2.55263157894737
"N277WN",68,768.691176470588,3.91176470588235
"N278WN",72,665.152777777778,17.5633802816901
"N27962",286,630.003496503497,5.80281690140845
"N279AT",5,696,14.6
"N279JB",5,1428,7.6
"N279WN",66,756.484848484848,6.73846153846154
"N280WN",59,889.322033898305,6.32203389830508
"N281AT",11,696,8.36363636363636
"N281JB",6,1428,10.6666666666667
"N281WN",74,671.527027027027,4.80821917808219
"N282WN",61,767.27868852459,11.6610169491525
"N283JB",11,1428,2.18181818181818
"N283WN",82,614.158536585366,9.975
"N284WN",73,624.698630136986,1.02739726027397
"N285AT",13,696,16.0769230769231
"N285WN",56,835.714285714286,15.1481481481481
"N286WN",67,622.268656716418,10.0298507462687
"N287WN",76,686.105263157895,9.55405405405405
"N288AT",16,696,0.75
"N288WN",76,657.526315789474,1.78666666666667
"N289AT",6,696,9.33333333333333
"N289CT",71,632.070422535211,3.09859154929577
"N289JB",4,1428,36
"N290WN",73,712.616438356164,7.84722222222222
"N29124",39,1269.89743589744,13.4615384615385
"N29129",50,1370.9,2.55102040816327
"N291AT",8,696,27.25
"N291WN",63,666.968253968254,9.16129032258065
"N292AT",16,696,0.5
"N292WN",58,838.931034482759,13.5172413793103
"N293WN",79,765.620253164557,10.0657894736842
"N294JB",5,1428,46.8
"N294WN",61,790.770491803279,9.40983606557377
"N295AT",4,696,0.25
"N295WN",66,754.19696969697,10.0153846153846
"N296AT",12,696,7.83333333333333
"N296JB",7,1428,3.71428571428571
"N296WN",60,629.866666666667,13.0689655172414
"N29717",244,1040.22131147541,1.48971193415638
"N297WN",56,717.25,6.54545454545455
"N298JB",9,1428,20.6666666666667
"N298WN",58,700.534482758621,5.94827586206897
"N29906",144,593.368055555556,7.32624113475177
"N29917",257,615.190661478599,10.5905511811024
"N299WN",68,611.705882352941,10.0588235294118
"N301NB",13,771.846153846154,19.7692307692308
"N302AS",1,1874,78
"N303SW",106,486.792452830189,4.90476190476191
"N30401",454,1137.98678414097,9.5916114790287
"N305AS",3,1874,59.3333333333333
"N306JB",10,1428,2
"N307JB",8,1428,50.875
"N308SA",121,452.305785123967,12.3471074380165
"N309JB",6,1428,1.16666666666667
"N310SW",99,416.151515151515,11.9278350515464
"N31131",208,750.461538461538,6.3609756097561
"N311AT",6,696,5.16666666666667
"N311US",3,1048,11
"N312AT",13,696,16
"N312SW",20,408.9,19.15
"N312US",3,919,3.33333333333333
"N313AT",13,696,4.23076923076923
"N313SW",29,400.793103448276,15.8148148148148
"N313US",3,1034,4
"N31412",448,1157.51339285714,6.35267857142857
"N314SW",91,442.252747252747,15.1477272727273
"N315AS",2,1874,15
"N315AT",14,696,3.5
"N315NB",14,793.571428571429,3.5
"N315SW",94,452.031914893617,13.8478260869565
"N316JB",18,1428,16.0555555555556
"N316NB",11,857.272727272727,16.0909090909091
"N316SW",110,459.109090909091,9.24770642201835
"N316US",3,689,24
"N317CA",19,951.421052631579,18
"N317JB",11,1428,5.81818181818182
"N317NB",11,857.090909090909,10.6363636363636
"N317WN",125,469.448,11.5833333333333
"N318AS",1,1874,3
"N318JB",8,1428,5.625
"N318NB",9,885.222222222222,0.444444444444444
"N318SW",85,431.976470588235,19.962962962963
"N319NB",7,744.285714285714,5
"N321NB",3,804,3
"N321US",1,689,14
"N322US",4,775.25,8.25
"N323AS",1,1874,16
"N323NB",10,800.9,12.1
"N323SW",109,425.935779816514,8.91666666666667
"N32404",483,1137.7867494824,6.75933609958506
"N324JB",7,1428,8.28571428571429
"N324NB",6,804,7.33333333333333
"N325SW",98,471.867346938775,6.65979381443299
"N32626",335,751.24776119403,2.38138138138138
"N326AT",14,696,6.07142857142857
"N326SW",81,415.246913580247,8.62025316455696
"N326US",1,689,32
"N327NB",12,753.5,14.5
"N327SW",84,461.107142857143,4.65853658536585
"N328AT",11,696,4.36363636363636
"N328NB",5,835.4,95
"N328SW",60,438.55,17.0909090909091
"N329SW",91,469.252747252747,10.5955056179775
"N330AT",15,696,5.53333333333333
"N330SW",62,441.41935483871,7.66101694915254
"N33103",31,1227.51612903226,5.48387096774194
"N33132",48,1228.58333333333,13.8541666666667
"N33182",234,768.675213675214,8.34334763948498
"N331CA",17,983.705882352941,2.06666666666667
"N331NB",2,882.5,3
"N331SW",106,413.179245283019,11.1067961165049
"N33203",224,1132.14732142857,4.54708520179372
"N33209",255,1093.50196078431,6.96862745098039
"N33262",268,1040.36194029851,6.51492537313433
"N33264",284,1053.53169014085,4.85815602836879
"N33266",273,1034.62637362637,2.94871794871795
"N33284",250,1169.152,3.30120481927711
"N33286",238,1165.37394957983,6.47058823529412
"N33289",244,1155.06147540984,5.88524590163934
"N33292",255,1158.02745098039,3.46062992125984
"N33294",212,1130.20283018868,7.66037735849057
"N332AW",95,1009,0.231578947368421
"N332SW",111,444.126126126126,8.10185185185185
"N333NB",10,800.8,6.1
"N333SW",73,470.575342465753,5.57142857142857
"N334JB",2,1428,17
"N334NB",5,835.4,11.8
"N334NW",2,689,3.5
"N334SW",92,485.619565217391,11.3068181818182
"N335NB",9,689,3.44444444444444
"N335SW",106,445.122641509434,7.2952380952381
"N336AT",27,696,18.9259259259259
"N336SW",119,436.201680672269,9.25641025641026
"N33714",241,1016.16182572614,2.94092827004219
"N337SW",102,449.696078431373,12.6060606060606
"N338SW",84,445.416666666667,7.9875
"N339SW",122,458.852459016393,12.0413223140496
"N340LV",108,429.453703703704,13.8761904761905
"N340NW",2,1034,16.5
"N34110",263,788.680608365019,7.15830115830116
"N34111",300,781.18,7.95959595959596
"N34131",58,1245.18965517241,7.74137931034483
"N34137",41,1290,12
"N341NW",1,689,15
"N341SW",122,492.762295081967,9.9327731092437
"N34222",231,1170.24242424242,7.39393939393939
"N34282",254,1164.98031496063,3.69169960474308
"N342NB",17,752.352941176471,0.647058823529412
"N342NW",1,689,31
"N342SW",116,390.387931034483,4.1981981981982
"N343SW",109,449.504587155963,9.6605504587156
"N344AT",9,696,16.5555555555556
"N344NB",16,761.5625,4
"N344SW",86,406.581395348837,6.68674698795181
"N345NB",7,996.714285714286,4.85714285714286
"N345SA",118,402.661016949153,7
"N346NB",13,828.153846153846,6.23076923076923
"N346SW",124,446.758064516129,8.87903225806452
"N347NB",21,725.809523809524,2.05
"N347SW",100,482.06,6.41237113402062
"N348NB",18,710.5,12.0555555555556
"N348NW",1,689,4
"N348SW",128,441.0546875,12.7857142857143
"N349SW",103,442.417475728155,3.7156862745098
"N350NA",3,919,18.6666666666667
"N350SW",120,442.9,6.50420168067227
"N351NW",2,861.5,5
"N351SW",88,494.602272727273,19.406976744186
"N35204",253,1091.48616600791,5.51383399209486
"N35260",259,1111.99613899614,3.4980694980695
"N35271",290,1074.03793103448,7.91034482758621
"N352NB",5,835.2,19.8
"N352SW",100,453.45,8.97
"N353AT",9,696,5.88888888888889
"N353NB",7,787.571428571429,7.85714285714286
"N353SW",113,448.681415929204,7.92792792792793
"N35407",483,1192.83022774327,6.01663201663202
"N354AT",14,696,5.35714285714286
"N354CA",18,906.777777777778,12.5384615384615
"N354SW",120,440.2,9.57522123893805
"N355CA",19,993,6.78571428571429
"N355NW",2,689,0.5
"N355SW",93,461.731182795699,10.7065217391304
"N356NW",1,1034,7
"N356SW",125,420.736,9.26016260162602
"N357NB",22,736.045454545455,15.3636363636364
"N357SW",91,457.736263736264,10.1222222222222
"N358NB",10,800.9,3.8
"N358SW",101,467.544554455446,7.95
"N359NB",5,766.4,34.4
"N359NW",1,689,9
"N359SW",110,483.590909090909,5.16037735849057
"N360NB",26,786.692307692308,9
"N360SW",111,430.126126126126,9.01818181818182
"N361NB",16,732.125,0.25
"N361NW",3,804,2.66666666666667
"N361SW",118,469.805084745763,7.5042735042735
"N36207",236,1101.43220338983,5.03404255319149
"N36247",259,1091.19691119691,6.06563706563707
"N36272",248,1123.21774193548,4.375
"N36280",220,1176.28181818182,3.44090909090909
"N362SW",123,481.991869918699,10.155737704918
"N363SW",118,443.110169491525,7.33628318584071
"N36444",241,1207.80497925311,4.82572614107884
"N364NB",12,746.5,7.91666666666667
"N364SW",110,466.909090909091,15.5092592592593
"N365SW",114,488,12.2920353982301
"N366NB",14,796.571428571429,31.8571428571429
"N366NW",3,804,12.3333333333333
"N366SW",118,444.076271186441,10.6814159292035
"N367CA",4,1154.75,9.75
"N367SW",134,465.037313432836,5.59848484848485
"N368CA",5,1162.8,0.2
"N368NB",10,835.4,1.1
"N368SW",108,424.509259259259,14.1603773584906
"N36915",242,615.582644628099,6.30084745762712
"N369SW",99,491.747474747475,8.30612244897959
"N37018",17,1400,10.1764705882353
"N370NB",17,813.235294117647,1.58823529411765
"N370NW",2,689,27.5
"N370SW",119,466.100840336134,3.42735042735043
